event,field,producer,consumer,status,evidence
crm.opportunity.proposed,title,crm,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
crm.opportunity.proposed,expected_value_brl,crm,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
crm.opportunity.won,lead_id,crm,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
crm.opportunity.won,title,crm,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
crm.opportunity.won,expected_value_brl,crm,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.rider.assigned,service_type,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.rider.assigned,origin,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.rider.assigned,destination,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.cancelled,service_type,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.cancelled,origin,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.cancelled,destination,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.completed,service_type,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.completed,origin,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.completed,destination,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.picked_up,service_type,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.picked_up,origin,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
delivery.picked_up,destination,delivery,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,storage_provider,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,storage_bucket,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,storage_key,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,file_sha256,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,kms_key_version,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,filename,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.cancelled,content_type,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,storage_provider,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,storage_bucket,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,storage_key,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,file_sha256,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,kms_key_version,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,filename,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.completed,content_type,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,storage_provider,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,storage_bucket,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,storage_key,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,file_sha256,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,kms_key_version,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,filename,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
document.submitted,content_type,document,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.cancelled,document_type,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.cancelled,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.completed,document_type,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.completed,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.submitted,document_type,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.invoice.submitted,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payment.approved,supplier_name,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payment.approved,due_at,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payment.approved,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payment.approved,cost_center_id,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payable.paid,supplier_name,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payable.paid,due_at,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payable.paid,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.payable.paid,cost_center_id,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.received,customer_name,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.received,due_at,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.received,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.received,account_id,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.reconciled,customer_name,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.reconciled,due_at,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.reconciled,amount_brl,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
erp.receivable.reconciled,account_id,erp,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.created,wallet_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.created,beneficiary_user_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.created,amount_brl,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.disputed,wallet_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.disputed,beneficiary_user_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.disputed,amount_brl,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.refunded,wallet_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.refunded,beneficiary_user_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.refunded,amount_brl,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.released,wallet_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.released,beneficiary_user_id,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
payment.escrow.released,amount_brl,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.invoice.cancelled,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.invoice.completed,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.invoice.submitted,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.split.cancelled,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.split.completed,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
finance.split.submitted,payload não especificado,finance,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.appointment.cancelled,scheduled_at,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.appointment.completed,scheduled_at,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.appointment.paused,scheduled_at,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
valley.catalog.offer.synced,scheduled_at,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.appointment.submitted,scheduled_at,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.bed.cancelled,unit,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.bed.completed,unit,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.bed.submitted,unit,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.medical_record.approved,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.medical_record.rejected,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.medical_record.submitted,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.prescription.approved,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.prescription.rejected,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
health.prescription.submitted,patient_id,health,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.training.completed,employee_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.training.completed,course_code,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.training.completed,title,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.training.completed,due_at,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.approved,company_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.approved,employment_type,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.approved,admission_date,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.rejected,company_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.rejected,employment_type,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.rejected,admission_date,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.submitted,company_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.submitted,employment_type,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.employee.submitted,admission_date,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.occupational_record.approved,employee_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.occupational_record.rejected,employee_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.occupational_record.submitted,employee_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.payroll.closed,company_id,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.payroll.closed,period,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
hr.payroll.closed,gross_amount_brl,hr,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.approved,document_type,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.approved,document_number_hash,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.approved,storage_key,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.rejected,document_type,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.rejected,document_number_hash,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.document.rejected,storage_key,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.kyc.approved,verification_type,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.kyc.rejected,verification_type,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.kyc.approved,payload não especificado,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.kyc.rejected,payload não especificado,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.session.revoked,token_hash,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.session.revoked,device_fingerprint,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.session.revoked,ip_address,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.session.revoked,expires_at,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.user.verified,full_name,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.user.verified,email,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
identity.user.verified,password_hash,identity,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.rejected,job_posting_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.rejected,resume_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.reviewed,job_posting_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.reviewed,resume_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.interview_scheduled,job_posting_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.interview_scheduled,resume_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.shortlisted,job_posting_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.shortlisted,resume_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.withdrawn,job_posting_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.application.withdrawn,resume_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.closed,company_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.closed,company_status,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.closed,title,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.closed,description,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.published,company_id,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.published,company_status,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.published,title,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
jobs.job_posting.published,description,jobs,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.cancelled,case_number,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.cancelled,case_type,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.cancelled,opened_at,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.completed,case_number,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.completed,case_type,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.completed,opened_at,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.submitted,case_number,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.submitted,case_type,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.case.submitted,opened_at,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.alerted,case_id,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.alerted,deadline_type,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.alerted,due_at,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.completed,case_id,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.completed,deadline_type,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
legal.deadline.completed,due_at,legal,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.closed,order_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.closed,case_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.closed,message,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.resolved,order_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.resolved,case_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.resolved,message,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.triaged,order_id,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.triaged,case_type,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
support.ticket.triaged,message,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
marketplace.order.cancelled,total_brl,marketplace,não comprovado,produtor e campo inferidos; consumidor pendente,modules/shared/domain_rules.py; modules/shared/event_contract.py; tests/test_event_contract.py
